Close,High,Low,Open,Volume
WOLF,WOLF,WOLF,WOLF,WOLF
1.218721866607666,1.2812204238695977,1.1405986700302515,1.2499711452386317,8805600
1.3749682903289795,1.4218422093174674,1.203097254037857,1.2343465333635157,2012000
1.4374668598175049,1.5312146985012551,1.3749683006950046,1.3749683006950046,1430400
1.3905929327011108,1.4687161311674655,1.3437190136212982,1.37496829300784,820000
1.2499711513519287,1.4218421846628189,1.2343465119600296,1.3905929058790207,1018400
1.2343465089797974,1.2812204270423213,1.1718479515630988,1.2499711483339722,750400
1.1874725818634033,1.265595778038627,1.1405986641582688,1.2499711388035823,323200
1.2030972242355347,1.234346502787107,1.1562233064081762,1.1874725849597485,328000
1.2968450784683228,1.312469717967941,1.218721880970231,1.218721880970231,345600
1.312469720840454,1.4374668371109736,1.312469720840454,1.328094360374269,464000
1.2812204360961914,1.3749682728837176,1.2655957966316038,1.3749682728837176,200000
1.2968450784683228,1.3437189969671777,1.2812204389687043,1.2812204389687043,96800
1.2812204360961914,1.3437189939545422,1.2812204360961914,1.3437189939545422,88000
1.312469720840454,1.3437189999080839,1.2812204417728241,1.3437189999080839,69600
1.312469720840454,1.312469720840454,1.2499711627051944,1.296845081306639,103200
1.2499711513519287,1.3124697089195252,1.2499711513519287,1.3124697089195252,136000
1.2812204360961914,1.3124697150253668,1.1874725993086652,1.2187218782378406,499200
1.3749682903289795,1.4062175696546382,1.3124697316776623,1.343719011003321,679200
1.5624639987945557,1.5780886387825013,1.374968318939209,1.4062175989151,689600
1.6718363761901855,1.812458127458519,1.5624639029814817,1.7499595713392597,1300000
1.9687045812606812,1.9687045812606812,1.6562117905843825,1.6874610696520123,2397600
1.9843292236328125,2.1562002587506153,1.906206025851993,2.062452421413632,1314400
2.031203031539917,2.0624523089482234,1.9687044767233042,2.031203031539917,421600
2.031203031539917,2.09370158635653,1.8124580896817721,2.031203031539917,898400
2.1874494552612305,2.249948011125837,1.9687045097351075,2.031203065599714,1124800
2.343695878982544,2.4061944357554115,2.249948043823242,2.3124466005961097,812800
2.0937016010284424,2.374945099674054,2.0937016010284424,2.374945099674054,960000
2.0624523162841797,2.218698703881466,2.031203038764722,2.1249508713230942,402400
2.031203031539917,2.0624523089482234,1.874956644498385,1.9687044767233042,665600
1.9999538660049438,2.031203145161271,1.906206028535962,1.9999538660049438,174400
1.9999538660049438,2.031203145161271,1.7812089119106531,1.906206028535962,581600
2.031203031539917,2.09370158635653,1.9999537541316106,2.0624523089482234,138400
2.1874494552612305,2.1874494552612305,1.9999537876674107,1.9999537876674107,358400
2.1718249320983887,2.1874495718976577,2.062452453503506,2.1874495718976577,572000
2.1874494552612305,2.1874494552612305,2.124950899396624,2.156200177328927,79200
2.140575647354126,2.156200287115835,2.062452448545581,2.124951007592417,237600
2.234323501586914,2.2811974212006256,2.156200302230728,2.156200302230728,813600
2.1874494552612305,2.249948011125837,2.156200177328927,2.249948011125837,68000
2.359320640563965,2.4061945605751696,2.1562003205154117,2.1562003205154117,436000
2.4061944484710693,2.4374437270226417,2.3124466128163523,2.3124466128163523,470400
2.562440872192383,2.6874379879090844,2.3124466407589797,2.3749451986173304,1524800
2.9061830043792725,2.9999308432302167,2.5624409285924767,2.5624409285924767,2116800
3.0936787128448486,3.1249279927725744,2.7186873537121397,2.812435193495317,824800
2.9218075275421143,3.1249278369434377,2.9061828883573972,3.1249278369434377,1328800
2.9999308586120605,3.0936786979436874,2.874933739503225,2.937432299057643,812000
2.7811858654022217,2.9999308211080145,2.562440909696429,2.9999308211080145,707200
2.7186872959136963,2.812435133703824,2.593690178860193,2.749936575177072,347200
2.765561103820801,2.812435020834713,2.718687186806889,2.812435020834713,56800
2.749936580657959,2.781185859983618,2.593690184029666,2.7186873013323005,136000
2.9999308586120605,2.9999308586120605,2.687438060839971,2.687438060839971,483200
2.937432289123535,2.9999308484665894,2.8749337297804813,2.937432289123535,305600
2.5155670642852783,2.7499366665478817,2.4374438635310773,2.5936902650394797,1620000
2.343695878982544,2.624939384460449,2.1562002086639405,2.4999422709147137,1204000
2.3749451637268066,2.468692999137075,2.3124466067866276,2.3124466067866276,566400
2.843684434890747,2.843684434890747,2.406194521830632,2.499942360343514,876000
2.968681573867798,3.06242941304257,2.7811858955182527,2.8749337346930255,815200
2.843684434890747,3.0624293914208045,2.8124351553864533,3.0311801119165107,410400
2.7186872959136963,2.937432250757327,2.6561887373869446,2.8436844129671996,130400
2.7186872959136963,2.781185854440448,2.7186872959136963,2.7186872959136963,157600
2.843684434890747,2.874933714395041,2.5624409193521016,2.6561887578649834,402400
2.7811858654022217,2.937432262334931,2.74993658601568,2.937432262334931,99200
2.7811858654022217,2.843684424175305,2.74993658601568,2.7811858654022217,190400
2.7186872959136963,2.781185854440448,2.593690178860193,2.781185854440448,224000
2.5936901569366455,2.6874379939343553,2.5936901569366455,2.624939435935882,58400
2.53119158744812,2.624939424020273,2.468693029733352,2.5936901451628884,258400
2.437443733215332,2.5311915691082296,2.3124466186914687,2.4686930118462977,314400
2.4999423027038574,2.4999423027038574,2.406194466352463,2.406194466352463,209600
2.4999423027038574,2.4999423027038574,2.406194466352463,2.4686930239200593,185600
2.53119158744812,2.624939424020273,2.4374437508759677,2.499942308590736,394400
2.4999423027038574,2.4999423027038574,2.3436959087848663,2.3749451875686645,283200
2.4061944484710693,2.4999422841257863,2.4061944484710693,2.4374437270226417,46400
2.437443733215332,2.4999422904772635,2.3749451759534006,2.3749451759534006,151200
2.4218192100524902,2.4686931302470545,2.374945289857926,2.374945289857926,21600
