Close,High,Low,Open,Volume
KSS,KSS,KSS,KSS,KSS
0.922252357006073,0.922252357006073,0.8728459807378905,0.922252357006073,18095200
0.9716582298278809,0.9798926216060833,0.9222518791586666,0.930486270936869,3993600
0.9716582298278809,0.9798926216060833,0.9469550544932737,0.9716582298278809,1164800
1.0045959949493408,1.0045959949493408,0.9716584213444445,0.9716584213444445,729600
0.9881271719932556,1.0045959581931434,0.9798927788933119,1.0045959581931434,668800
0.9881271719932556,1.0128303512930872,0.9716583857933682,0.9881271719932557,673600
1.0045959949493408,1.0045959949493408,0.9881272081468927,0.9881272081468927,544800
1.0292994976043701,1.04576828956604,0.9963619136810302,0.9963619136810302,292800
1.0540024042129517,1.0869399793446064,1.0292992228642106,1.0375336166471243,1489600
1.0622366666793823,1.0704710594443387,1.0457678811494695,1.054002273914426,1423200
1.0375338792800903,1.0622370668819974,1.0292994834127882,1.054002671014695,1146400
1.0375338792800903,1.0457682751473927,1.0292994834127882,1.0375338792800903,408800
1.045768141746521,1.045768141746521,1.0375337469296193,1.045768141746521,491200
1.0375338792800903,1.0457682751473927,1.0210650875454859,1.0457682751473927,701600
1.0128306150436401,1.045768196020669,0.9881274293108684,1.045768196020669,880000
1.0128306150436401,1.0128306150436401,0.9963618245551256,1.0045962197993827,448800
1.0210648775100708,1.0375336658570076,1.0128304833366026,1.0210648775100708,208800
1.0375338792800903,1.054002671014695,1.0292994834127882,1.0375338792800903,518400
1.045768141746521,1.0622369313803244,1.0210649572958157,1.0210649572958157,380000
1.0128306150436401,1.0540025912649262,1.0045962197993827,1.0540025912649262,216000
1.0210648775100708,1.0375336658570076,1.0128304833366026,1.0292992716835392,816800
1.0128306150436401,1.0292994055321545,1.0128306150436401,1.0292994055321545,220800
1.0128306150436401,1.0128306150436401,1.0045962197993827,1.0045962197993827,192800
1.0210648775100708,1.0292992716835392,0.9963616949896659,1.0210648775100708,954400
1.0375338792800903,1.054002671014695,1.0292994834127882,1.0375338792800903,1403200
1.0540024042129517,1.0540024042129517,1.021064829081297,1.0375336166471243,1368800
1.0540024042129517,1.070471191778779,1.045768010430038,1.0540024042129517,462400
1.0704710483551025,1.0704710483551025,1.0457678703161386,1.0457678703161386,803200
1.1198776960372925,1.1363464856848997,1.0787057219182745,1.0787057219182745,295200
1.202221155166626,1.202221155166626,1.1034084574816978,1.1034084574816978,545600
1.2516276836395264,1.2598620762950496,1.1445805791177248,1.2186901130174337,2180000
1.2186903953552246,1.2598623681712795,1.2104560007920135,1.2516279736080684,1099200
1.2433934211730957,1.2433934211730957,1.2269246341376903,1.2269246341376903,1457600
1.2351590394973755,1.2433934330940248,1.2351590394973755,1.2351590394973755,692800
1.1939866542816162,1.2269242171583503,1.1610490914048819,1.2186898264391668,1060800
1.2516276836395264,1.2680964689505727,1.2186901130174337,1.2186901130174337,1344000
1.3010340929031372,1.3010340929031372,1.2516277349447902,1.2516277349447902,881600
1.2845656871795654,1.301034478040842,1.2598625008876507,1.301034478040842,387200
1.2516276836395264,1.2845652542616193,1.23515889832848,1.2845652542616193,321600
1.2351590394973755,1.251627826690674,1.2104558587074281,1.251627826690674,313600
1.2433934211730957,1.2433934211730957,1.210455847102285,1.2433934211730957,717600
1.2351590394973755,1.2433934330940248,1.2351590394973755,1.2433934330940248,39200
1.202221155166626,1.235158721061602,1.202221155166626,1.235158721061602,44800
1.202221155166626,1.21045554664037,1.202221155166626,1.202221155166626,304000
