Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
1990-01-02,3.1842639446258545,3.1842639446258545,3.111138885354697,3.124434350676726,5376000
1990-01-03,3.197561264038086,3.204209000553758,3.151027108428384,3.1842657910067427,7007200
1990-01-04,3.204209566116333,3.210857303805371,3.1643231399821046,3.1975618284272946,4132000
1990-01-05,3.170969247817993,3.2307988562673895,3.170969247817993,3.1909124506344586,4864000
1990-01-08,3.2241523265838623,3.2241523265838623,3.164322695781275,3.170970432537118,7173600
1990-01-09,3.124433994293213,3.2241499728344856,3.124433994293213,3.2241499728344856,7431200
1990-01-10,3.0779008865356445,3.164321429786105,3.0579576842470764,3.131082759305159,8620800
1990-01-11,3.1177873611450195,3.131082829636043,3.0978441584084844,3.1111396268995075,3319200
1990-01-12,3.0247206687927246,3.104493521596049,3.011425193325504,3.0845503083952184,8144800
1990-01-15,3.0114247798919678,3.038015727175782,2.9981293062500605,3.004777043071014,4255200
1990-01-16,3.0114247798919678,3.0114247798919678,2.9648906221452926,2.9914815694291073,8056800
1990-01-17,2.9848339557647705,3.0247203783362373,2.9848339557647705,3.004777167050504,7482400
1990-01-18,3.0114247798919678,3.0180725167129214,2.958242885324339,2.9648906221452926,4601600
1990-01-19,3.0513110160827637,3.0579587525012446,3.0047768611533967,3.0114245975718776,5992000
1990-01-22,2.9449470043182373,3.0446630428391708,2.9449470043182373,3.0380153069377753,4003200
1990-01-23,2.9382989406585693,2.9981285570973184,2.9250034703388472,2.9981285570973184,6219200
1990-01-24,2.8851146697998047,2.911705588415471,2.798694184298889,2.8718192104919713,11744000
1990-01-25,2.818638324737549,2.905058839411106,2.805342860941617,2.8651724480233103,5124000
1990-01-26,2.811993360519409,2.865175268046963,2.7388682376690228,2.8186410989603536,6485600
1990-01-29,2.811993360519409,2.8518797911650746,2.7920501451965767,2.8452320527241306,4469600
1990-01-30,2.76545786857605,2.838582956447051,2.718923721749049,2.8319352211860513,6475200
1990-01-31,2.785400629043579,2.8119915658363577,2.7588096922508,2.7787528948453843,5142400
1990-02-01,2.838583469390869,2.885117624626785,2.825287996466322,2.885117624626785,5934400
1990-02-02,2.905060291290283,2.925003496951315,2.8385829390868444,2.8452306743071882,4728000
1990-02-05,2.8851146697998047,2.9050578587615545,2.8718192104919713,2.891762399453721,3910400
1990-02-06,2.8718225955963135,2.8984135455555387,2.831936170657476,2.8984135455555387,3760800
1990-02-07,2.911707639694214,2.938298577043019,2.8385825619849983,2.865173499333804,5452000
1990-02-08,2.9648890495300293,2.9914799827096705,2.9316503830554774,2.9449458496452983,8659200
1990-02-09,2.9848339557647705,3.0114249041457484,2.9715384815742816,2.978186218669526,3249600
1990-02-12,2.9648890495300293,2.9914799827096705,2.9515935829402085,2.9914799827096705,2563200
1990-02-13,2.9402995109558105,2.9737120053984905,2.920252014290203,2.9737120053984905,3593600
1990-02-14,2.967027187347412,2.973709681012609,2.940297212686625,2.9536622000170185,3696800
1990-02-15,3.0138068199157715,3.0138068199157715,2.953664333487297,2.953664333487297,3306400
1990-02-16,2.967027187347412,3.0138046430037906,2.9536622000170185,3.0138046430037906,5685600
1990-02-20,2.913567066192627,2.9536620258191313,2.860107120023955,2.9536620258191313,4844000
1990-02-21,2.8734750747680664,2.886840075115825,2.860110074420308,2.860110074420308,5664000
1990-02-22,2.8400611877441406,2.900203659955193,2.8400611877441406,2.8868386661305148,3593600
1990-02-23,2.7866032123565674,2.8467457277311694,2.779920710648278,2.84006322602288,8368800
1990-02-26,2.853426218032837,2.860108715030572,2.7799187510577523,2.806648739048692,4156800
1990-02-27,2.853426218032837,2.8868387030215117,2.846743721035102,2.860108715030572,4815200
1990-02-28,2.866790771484375,2.893520755367679,2.840060787601071,2.840060787601071,6101600
1990-03-01,2.8868396282196045,2.9202521239165904,2.87347462994081,2.880157129080207,3040800
1990-03-02,2.9402995109558105,2.9402995109558105,2.8935220187360593,2.913569515401667,4353600
1990-03-05,2.8935208320617676,2.967028289689203,2.8935208320617676,2.940298305097408,4536000
1990-03-06,2.9536635875701904,2.960346084374648,2.906886109938988,2.906886109938988,4117600
1990-03-07,2.9536635875701904,2.98039357478802,2.9402985939612756,2.98039357478802,3157600
1990-03-08,2.9870753288269043,2.993757823969694,2.9603453482557462,2.980392833684115,3329600
1990-03-09,2.9737112522125244,2.9803937494085075,2.953663760624575,2.9737112522125244,3087200
1990-03-12,2.9603452682495117,2.9670277632117004,2.9202502984763807,2.9536627732873235,2899200
